location_id,ts,congestion_level,delay_minutes,dataset_label
downtown_1,2026-02-08T07:02:37.626225,3,11.11,dataset_a
downtown_1,2026-02-08T07:17:37.626225,2,5.59,dataset_a
downtown_1,2026-02-08T07:32:37.626225,2,5.46,dataset_a
downtown_1,2026-02-08T07:47:37.626225,2,9.35,dataset_a
downtown_1,2026-02-08T08:02:37.626225,3,11.68,dataset_a
downtown_1,2026-02-08T08:17:37.626225,3,11.19,dataset_a
downtown_1,2026-02-08T08:32:37.626225,3,10.43,dataset_a
downtown_1,2026-02-08T08:47:37.626225,3,8.53,dataset_a
downtown_1,2026-02-08T09:02:37.626225,1,2.07,dataset_a
downtown_1,2026-02-08T09:17:37.626225,1,4.82,dataset_a
downtown_1,2026-02-08T09:32:37.626225,1,4.86,dataset_a
downtown_1,2026-02-08T09:47:37.626225,1,2.05,dataset_a
downtown_1,2026-02-08T10:02:37.626225,1,4.78,dataset_a
downtown_1,2026-02-08T10:17:37.626225,1,4.89,dataset_a
downtown_1,2026-02-08T10:32:37.626225,1,4.56,dataset_a
downtown_1,2026-02-08T10:47:37.626225,1,4.55,dataset_a
downtown_1,2026-02-08T11:02:37.626225,1,2.95,dataset_a
downtown_1,2026-02-08T11:17:37.626225,1,4.81,dataset_a
downtown_1,2026-02-08T11:32:37.626225,1,4.09,dataset_a
downtown_1,2026-02-08T11:47:37.626225,1,3.85,dataset_a
downtown_1,2026-02-08T12:02:37.626225,1,4.97,dataset_a
downtown_1,2026-02-08T12:17:37.626225,1,4.63,dataset_a
downtown_1,2026-02-08T12:32:37.626225,1,4.22,dataset_a
downtown_1,2026-02-08T12:47:37.626225,2,6.16,dataset_a
downtown_1,2026-02-08T13:02:37.626225,2,5.76,dataset_a
downtown_1,2026-02-08T13:17:37.626225,1,4.6,dataset_a
downtown_1,2026-02-08T13:32:37.626225,1,4.74,dataset_a
downtown_1,2026-02-08T13:47:37.626225,1,4.39,dataset_a
downtown_1,2026-02-08T14:02:37.626225,3,11.85,dataset_a
downtown_1,2026-02-08T14:17:37.626225,2,9.34,dataset_a
downtown_1,2026-02-08T14:32:37.626225,1,3.01,dataset_a
downtown_1,2026-02-08T14:47:37.626225,1,3.73,dataset_a
downtown_1,2026-02-08T15:02:37.626225,1,2.11,dataset_a
downtown_1,2026-02-08T15:17:37.626225,2,5.72,dataset_a
downtown_1,2026-02-08T15:32:37.626225,1,3.77,dataset_a
downtown_1,2026-02-08T15:47:37.626225,1,2.38,dataset_a
downtown_1,2026-02-08T16:02:37.626225,3,10.7,dataset_a
downtown_1,2026-02-08T16:17:37.626225,2,7.74,dataset_a
downtown_1,2026-02-08T16:32:37.626225,3,6.77,dataset_a
downtown_1,2026-02-08T16:47:37.626225,3,10.87,dataset_a
downtown_1,2026-02-08T17:02:37.626225,2,7.82,dataset_a
downtown_1,2026-02-08T17:17:37.626225,1,4.39,dataset_a
downtown_1,2026-02-08T17:32:37.626225,3,8.44,dataset_a
downtown_1,2026-02-08T17:47:37.626225,2,4.15,dataset_a
downtown_1,2026-02-08T18:02:37.626225,1,4.89,dataset_a
downtown_1,2026-02-08T18:17:37.626225,1,3.23,dataset_a
downtown_1,2026-02-08T18:32:37.626225,2,5.04,dataset_a
downtown_1,2026-02-08T18:47:37.626225,1,3.65,dataset_a
downtown_1,2026-02-08T19:02:37.626225,1,4.14,dataset_a
downtown_1,2026-02-08T19:17:37.626225,1,4.86,dataset_a
downtown_1,2026-02-08T19:32:37.626225,2,8.43,dataset_a
downtown_1,2026-02-08T19:47:37.626225,2,6.52,dataset_a
downtown_1,2026-02-08T20:02:37.626225,2,5.49,dataset_a
downtown_1,2026-02-08T20:17:37.626225,2,4.09,dataset_a
downtown_1,2026-02-08T20:32:37.626225,1,2.35,dataset_a
downtown_1,2026-02-08T20:47:37.626225,1,3.42,dataset_a
downtown_1,2026-02-08T21:02:37.626225,1,2.29,dataset_a
downtown_1,2026-02-08T21:17:37.626225,1,2.52,dataset_a
downtown_1,2026-02-08T21:32:37.626225,1,3.3,dataset_a
downtown_1,2026-02-08T21:47:37.626225,2,7.81,dataset_a
downtown_1,2026-02-08T22:02:37.626225,1,2.14,dataset_a
downtown_1,2026-02-08T22:17:37.626225,2,7.02,dataset_a
downtown_1,2026-02-08T22:32:37.626225,1,4.57,dataset_a
downtown_1,2026-02-08T22:47:37.626225,1,2.21,dataset_a
downtown_1,2026-02-08T23:02:37.626225,1,3.93,dataset_a
downtown_1,2026-02-08T23:17:37.626225,1,4.82,dataset_a
downtown_1,2026-02-08T23:32:37.626225,1,3.73,dataset_a
downtown_1,2026-02-08T23:47:37.626225,2,6.75,dataset_a
downtown_1,2026-02-09T00:02:37.626225,1,3.64,dataset_a
downtown_1,2026-02-09T00:17:37.626225,1,4.88,dataset_a
downtown_1,2026-02-09T00:32:37.626225,1,4.72,dataset_a
downtown_1,2026-02-09T00:47:37.626225,1,2.21,dataset_a
downtown_1,2026-02-09T01:02:37.626225,1,2.96,dataset_a
downtown_1,2026-02-09T01:17:37.626225,1,2.35,dataset_a
downtown_1,2026-02-09T01:32:37.626225,2,8.18,dataset_a
downtown_1,2026-02-09T01:47:37.626225,2,8.41,dataset_a
downtown_1,2026-02-09T02:02:37.626225,1,4.41,dataset_a
downtown_1,2026-02-09T02:17:37.626225,1,4.25,dataset_a
downtown_1,2026-02-09T02:32:37.626225,1,4.42,dataset_a
downtown_1,2026-02-09T02:47:37.626225,1,3.12,dataset_a
downtown_1,2026-02-09T03:02:37.626225,1,4.33,dataset_a
downtown_1,2026-02-09T03:17:37.626225,1,4.58,dataset_a
downtown_1,2026-02-09T03:32:37.626225,1,3.29,dataset_a
downtown_1,2026-02-09T03:47:37.626225,1,2.31,dataset_a
downtown_1,2026-02-09T04:02:37.626225,1,4.71,dataset_a
downtown_1,2026-02-09T04:17:37.626225,2,5.92,dataset_a
downtown_1,2026-02-09T04:32:37.626225,1,4.69,dataset_a
downtown_1,2026-02-09T04:47:37.626225,1,4.85,dataset_a
downtown_1,2026-02-09T05:02:37.626225,1,3.72,dataset_a
downtown_1,2026-02-09T05:17:37.626225,1,2.88,dataset_a
downtown_1,2026-02-09T05:32:37.626225,2,5.97,dataset_a
downtown_1,2026-02-09T05:47:37.626225,2,8.75,dataset_a
downtown_1,2026-02-09T06:02:37.626225,1,4.37,dataset_a
downtown_1,2026-02-09T06:17:37.626225,1,2.17,dataset_a
downtown_1,2026-02-09T06:32:37.626225,1,3.65,dataset_a
downtown_1,2026-02-09T06:47:37.626225,2,6.11,dataset_a
downtown_1,2026-02-09T07:02:37.626225,2,4.7,dataset_a
downtown_1,2026-02-09T07:17:37.626225,3,11.56,dataset_a
downtown_1,2026-02-09T07:32:37.626225,2,4.61,dataset_a
downtown_1,2026-02-09T07:47:37.626225,3,6.65,dataset_a
downtown_1,2026-02-09T08:02:37.626225,2,8.93,dataset_a
downtown_1,2026-02-09T08:17:37.626225,2,4.51,dataset_a
downtown_1,2026-02-09T08:32:37.626225,3,14.88,dataset_a
downtown_1,2026-02-09T08:47:37.626225,2,8.88,dataset_a
downtown_1,2026-02-09T09:02:37.626225,1,4.84,dataset_a
downtown_1,2026-02-09T09:17:37.626225,1,4.33,dataset_a
downtown_1,2026-02-09T09:32:37.626225,1,3.68,dataset_a
downtown_1,2026-02-09T09:47:37.626225,2,4.67,dataset_a
downtown_1,2026-02-09T10:02:37.626225,1,3.48,dataset_a
downtown_1,2026-02-09T10:17:37.626225,1,2.17,dataset_a
downtown_1,2026-02-09T10:32:37.626225,1,2.36,dataset_a
downtown_1,2026-02-09T10:47:37.626225,1,4.24,dataset_a
downtown_1,2026-02-09T11:02:37.626225,1,3.75,dataset_a
downtown_1,2026-02-09T11:17:37.626225,1,2.86,dataset_a
downtown_1,2026-02-09T11:32:37.626225,1,4.61,dataset_a
downtown_1,2026-02-09T11:47:37.626225,1,2.22,dataset_a
downtown_1,2026-02-09T12:02:37.626225,1,3.66,dataset_a
downtown_1,2026-02-09T12:17:37.626225,1,3.89,dataset_a
downtown_1,2026-02-09T12:32:37.626225,1,4.09,dataset_a
downtown_1,2026-02-09T12:47:37.626225,2,7.51,dataset_a
downtown_1,2026-02-09T13:02:37.626225,1,4.7,dataset_a
downtown_1,2026-02-09T13:17:37.626225,2,5.66,dataset_a
downtown_1,2026-02-09T13:32:37.626225,1,2.56,dataset_a
downtown_1,2026-02-09T13:47:37.626225,1,3.75,dataset_a
downtown_1,2026-02-09T14:02:37.626225,1,2.23,dataset_a
downtown_1,2026-02-09T14:17:37.626225,1,2.93,dataset_a
downtown_1,2026-02-09T14:32:37.626225,2,8.88,dataset_a
downtown_1,2026-02-09T14:47:37.626225,1,4.73,dataset_a
downtown_1,2026-02-09T15:02:37.626225,1,4.47,dataset_a
downtown_1,2026-02-09T15:17:37.626225,1,4.8,dataset_a
downtown_1,2026-02-09T15:32:37.626225,2,9.2,dataset_a
downtown_1,2026-02-09T15:47:37.626225,2,9.92,dataset_a
downtown_1,2026-02-09T16:02:37.626225,2,4.9,dataset_a
downtown_1,2026-02-09T16:17:37.626225,1,4.91,dataset_a
downtown_1,2026-02-09T16:32:37.626225,3,13.58,dataset_a
downtown_1,2026-02-09T16:47:37.626225,2,6.49,dataset_a
downtown_1,2026-02-09T17:02:37.626225,3,8.46,dataset_a
downtown_1,2026-02-09T17:17:37.626225,3,12.92,dataset_a
downtown_1,2026-02-09T17:32:37.626225,3,14.5,dataset_a
downtown_1,2026-02-09T17:47:37.626225,2,6.7,dataset_a
downtown_1,2026-02-09T18:02:37.626225,1,2.39,dataset_a
downtown_1,2026-02-09T18:17:37.626225,1,2.69,dataset_a
downtown_1,2026-02-09T18:32:37.626225,1,4.02,dataset_a
downtown_1,2026-02-09T18:47:37.626225,1,2.34,dataset_a
downtown_1,2026-02-09T19:02:37.626225,2,8.03,dataset_a
downtown_1,2026-02-09T19:17:37.626225,2,7.12,dataset_a
downtown_1,2026-02-09T19:32:37.626225,1,4.56,dataset_a
downtown_1,2026-02-09T19:47:37.626225,2,9.26,dataset_a
downtown_1,2026-02-09T20:02:37.626225,2,6.42,dataset_a
downtown_1,2026-02-09T20:17:37.626225,1,4.11,dataset_a
downtown_1,2026-02-09T20:32:37.626225,2,5.28,dataset_a
downtown_1,2026-02-09T20:47:37.626225,2,6.35,dataset_a
downtown_1,2026-02-09T21:02:37.626225,1,3.31,dataset_a
downtown_1,2026-02-09T21:17:37.626225,1,3.54,dataset_a
downtown_1,2026-02-09T21:32:37.626225,1,4.35,dataset_a
downtown_1,2026-02-09T21:47:37.626225,2,9.17,dataset_a
downtown_1,2026-02-09T22:02:37.626225,1,4.85,dataset_a
downtown_1,2026-02-09T22:17:37.626225,1,3.38,dataset_a
downtown_1,2026-02-09T22:32:37.626225,1,4.94,dataset_a
downtown_1,2026-02-09T22:47:37.626225,1,3.9,dataset_a
downtown_1,2026-02-09T23:02:37.626225,1,2.72,dataset_a
downtown_1,2026-02-09T23:17:37.626225,1,2.55,dataset_a
downtown_1,2026-02-09T23:32:37.626225,1,3.04,dataset_a
downtown_1,2026-02-09T23:47:37.626225,1,4.0,dataset_a
downtown_1,2026-02-10T00:02:37.626225,2,5.03,dataset_a
downtown_1,2026-02-10T00:17:37.626225,1,2.53,dataset_a
downtown_1,2026-02-10T00:32:37.626225,1,2.27,dataset_a
downtown_1,2026-02-10T00:47:37.626225,1,2.62,dataset_a
downtown_1,2026-02-10T01:02:37.626225,1,3.09,dataset_a
downtown_1,2026-02-10T01:17:37.626225,2,4.24,dataset_a
downtown_1,2026-02-10T01:32:37.626225,1,4.4,dataset_a
downtown_1,2026-02-10T01:47:37.626225,1,4.62,dataset_a
downtown_1,2026-02-10T02:02:37.626225,1,4.76,dataset_a
downtown_1,2026-02-10T02:17:37.626225,1,4.42,dataset_a
downtown_1,2026-02-10T02:32:37.626225,1,4.24,dataset_a
downtown_1,2026-02-10T02:47:37.626225,1,3.11,dataset_a
downtown_1,2026-02-10T03:02:37.626225,1,3.45,dataset_a
downtown_1,2026-02-10T03:17:37.626225,1,3.39,dataset_a
downtown_1,2026-02-10T03:32:37.626225,2,8.48,dataset_a
downtown_1,2026-02-10T03:47:37.626225,1,3.54,dataset_a
downtown_1,2026-02-10T04:02:37.626225,1,3.6,dataset_a
downtown_1,2026-02-10T04:17:37.626225,1,3.6,dataset_a
downtown_1,2026-02-10T04:32:37.626225,1,2.73,dataset_a
downtown_1,2026-02-10T04:47:37.626225,1,2.06,dataset_a
downtown_1,2026-02-10T05:02:37.626225,1,2.97,dataset_a
downtown_1,2026-02-10T05:17:37.626225,1,2.36,dataset_a
downtown_1,2026-02-10T05:32:37.626225,1,4.67,dataset_a
downtown_1,2026-02-10T05:47:37.626225,2,8.74,dataset_a
downtown_1,2026-02-10T06:02:37.626225,2,6.99,dataset_a
downtown_1,2026-02-10T06:17:37.626225,1,3.76,dataset_a
downtown_1,2026-02-10T06:32:37.626225,1,4.24,dataset_a
downtown_1,2026-02-10T06:47:37.626225,1,2.85,dataset_a
downtown_1,2026-02-10T07:02:37.626225,2,6.18,dataset_a
downtown_1,2026-02-10T07:17:37.626225,3,9.2,dataset_a
downtown_1,2026-02-10T07:32:37.626225,4,19.84,dataset_a
downtown_1,2026-02-10T07:47:37.626225,2,4.61,dataset_a
downtown_1,2026-02-10T08:02:37.626225,3,7.38,dataset_a
downtown_1,2026-02-10T08:17:37.626225,2,5.12,dataset_a
downtown_1,2026-02-10T08:32:37.626225,2,5.71,dataset_a
downtown_1,2026-02-10T08:47:37.626225,3,9.69,dataset_a
downtown_1,2026-02-10T09:02:37.626225,1,4.95,dataset_a
downtown_1,2026-02-10T09:17:37.626225,1,4.91,dataset_a
downtown_1,2026-02-10T09:32:37.626225,1,4.6,dataset_a
downtown_1,2026-02-10T09:47:37.626225,1,2.51,dataset_a
downtown_1,2026-02-10T10:02:37.626225,1,4.01,dataset_a
downtown_1,2026-02-10T10:17:37.626225,1,3.71,dataset_a
downtown_1,2026-02-10T10:32:37.626225,1,2.84,dataset_a
downtown_1,2026-02-10T10:47:37.626225,1,2.97,dataset_a
downtown_1,2026-02-10T11:02:37.626225,1,3.28,dataset_a
downtown_1,2026-02-10T11:17:37.626225,1,2.34,dataset_a
downtown_1,2026-02-10T11:32:37.626225,1,3.83,dataset_a
downtown_1,2026-02-10T11:47:37.626225,1,2.46,dataset_a
downtown_1,2026-02-10T12:02:37.626225,1,3.44,dataset_a
downtown_1,2026-02-10T12:17:37.626225,1,3.01,dataset_a
downtown_1,2026-02-10T12:32:37.626225,1,2.4,dataset_a
downtown_1,2026-02-10T12:47:37.626225,2,5.53,dataset_a
downtown_1,2026-02-10T13:02:37.626225,1,4.04,dataset_a
downtown_1,2026-02-10T13:17:37.626225,1,3.41,dataset_a
downtown_1,2026-02-10T13:32:37.626225,2,6.47,dataset_a
downtown_1,2026-02-10T13:47:37.626225,1,4.49,dataset_a
downtown_1,2026-02-10T14:02:37.626225,1,4.9,dataset_a
downtown_1,2026-02-10T14:17:37.626225,1,4.82,dataset_a
downtown_1,2026-02-10T14:32:37.626225,1,2.54,dataset_a
downtown_1,2026-02-10T14:47:37.626225,1,3.72,dataset_a
downtown_1,2026-02-10T15:02:37.626225,1,4.53,dataset_a
downtown_1,2026-02-10T15:17:37.626225,1,2.6,dataset_a
downtown_1,2026-02-10T15:32:37.626225,1,2.49,dataset_a
downtown_1,2026-02-10T15:47:37.626225,1,4.0,dataset_a
downtown_1,2026-02-10T16:02:37.626225,2,7.14,dataset_a
downtown_1,2026-02-10T16:17:37.626225,3,9.53,dataset_a
downtown_1,2026-02-10T16:32:37.626225,2,8.9,dataset_a
downtown_1,2026-02-10T16:47:37.626225,1,3.39,dataset_a
downtown_1,2026-02-10T17:02:37.626225,2,5.81,dataset_a
downtown_1,2026-02-10T17:17:37.626225,3,8.09,dataset_a
downtown_1,2026-02-10T17:32:37.626225,4,18.79,dataset_a
downtown_1,2026-02-10T17:47:37.626225,3,14.16,dataset_a
downtown_1,2026-02-10T18:02:37.626225,1,3.87,dataset_a
downtown_1,2026-02-10T18:17:37.626225,1,2.42,dataset_a
downtown_1,2026-02-10T18:32:37.626225,2,8.76,dataset_a
downtown_1,2026-02-10T18:47:37.626225,1,4.68,dataset_a
downtown_1,2026-02-10T19:02:37.626225,2,8.73,dataset_a
downtown_1,2026-02-10T19:17:37.626225,1,2.75,dataset_a
downtown_1,2026-02-10T19:32:37.626225,1,4.23,dataset_a
downtown_1,2026-02-10T19:47:37.626225,1,4.29,dataset_a
downtown_1,2026-02-10T20:02:37.626225,1,4.63,dataset_a
downtown_1,2026-02-10T20:17:37.626225,2,4.66,dataset_a
downtown_1,2026-02-10T20:32:37.626225,1,4.54,dataset_a
downtown_1,2026-02-10T20:47:37.626225,1,4.39,dataset_a
downtown_1,2026-02-10T21:02:37.626225,1,2.45,dataset_a
downtown_1,2026-02-10T21:17:37.626225,1,4.16,dataset_a
downtown_1,2026-02-10T21:32:37.626225,1,3.92,dataset_a
downtown_1,2026-02-10T21:47:37.626225,1,2.76,dataset_a
downtown_1,2026-02-10T22:02:37.626225,2,6.07,dataset_a
downtown_1,2026-02-10T22:17:37.626225,1,3.39,dataset_a
downtown_1,2026-02-10T22:32:37.626225,2,9.68,dataset_a
downtown_1,2026-02-10T22:47:37.626225,1,3.52,dataset_a
downtown_1,2026-02-10T23:02:37.626225,1,3.83,dataset_a
downtown_1,2026-02-10T23:17:37.626225,1,4.09,dataset_a
downtown_1,2026-02-10T23:32:37.626225,1,4.77,dataset_a
downtown_1,2026-02-10T23:47:37.626225,1,3.73,dataset_a
downtown_1,2026-02-11T00:02:37.626225,1,3.82,dataset_a
downtown_1,2026-02-11T00:17:37.626225,2,9.61,dataset_a
downtown_1,2026-02-11T00:32:37.626225,1,4.78,dataset_a
downtown_1,2026-02-11T00:47:37.626225,1,4.95,dataset_a
downtown_1,2026-02-11T01:02:37.626225,1,4.52,dataset_a
downtown_1,2026-02-11T01:17:37.626225,1,3.77,dataset_a
downtown_1,2026-02-11T01:32:37.626225,2,6.39,dataset_a
downtown_1,2026-02-11T01:47:37.626225,1,4.41,dataset_a
downtown_1,2026-02-11T02:02:37.626225,1,2.01,dataset_a
downtown_1,2026-02-11T02:17:37.626225,1,3.61,dataset_a
downtown_1,2026-02-11T02:32:37.626225,1,4.76,dataset_a
downtown_1,2026-02-11T02:47:37.626225,1,4.21,dataset_a
downtown_1,2026-02-11T03:02:37.626225,1,3.36,dataset_a
downtown_1,2026-02-11T03:17:37.626225,1,2.42,dataset_a
downtown_1,2026-02-11T03:32:37.626225,1,2.53,dataset_a
downtown_1,2026-02-11T03:47:37.626225,1,4.74,dataset_a
downtown_1,2026-02-11T04:02:37.626225,1,3.09,dataset_a
downtown_1,2026-02-11T04:17:37.626225,2,4.08,dataset_a
downtown_1,2026-02-11T04:32:37.626225,2,7.98,dataset_a
downtown_1,2026-02-11T04:47:37.626225,1,2.26,dataset_a
downtown_1,2026-02-11T05:02:37.626225,1,4.99,dataset_a
downtown_1,2026-02-11T05:17:37.626225,3,6.6,dataset_a
downtown_1,2026-02-11T05:32:37.626225,1,4.25,dataset_a
downtown_1,2026-02-11T05:47:37.626225,1,2.62,dataset_a
downtown_1,2026-02-11T06:02:37.626225,1,2.57,dataset_a
downtown_1,2026-02-11T06:17:37.626225,1,3.69,dataset_a
downtown_1,2026-02-11T06:32:37.626225,1,2.2,dataset_a
downtown_1,2026-02-11T06:47:37.626225,1,3.57,dataset_a
downtown_1,2026-02-11T07:02:37.626225,3,9.97,dataset_a
downtown_1,2026-02-11T07:17:37.626225,3,7.4,dataset_a
downtown_1,2026-02-11T07:32:37.626225,1,2.55,dataset_a
downtown_1,2026-02-11T07:47:37.626225,2,7.86,dataset_a
downtown_1,2026-02-11T08:02:37.626225,2,6.45,dataset_a
downtown_1,2026-02-11T08:17:37.626225,3,6.24,dataset_a
downtown_1,2026-02-11T08:32:37.626225,3,8.0,dataset_a
downtown_1,2026-02-11T08:47:37.626225,3,6.18,dataset_a
downtown_1,2026-02-11T09:02:37.626225,1,2.31,dataset_a
downtown_1,2026-02-11T09:17:37.626225,1,3.96,dataset_a
downtown_1,2026-02-11T09:32:37.626225,1,2.71,dataset_a
downtown_1,2026-02-11T09:47:37.626225,1,4.17,dataset_a
downtown_1,2026-02-11T10:02:37.626225,1,4.57,dataset_a
downtown_1,2026-02-11T10:17:37.626225,1,4.0,dataset_a
downtown_1,2026-02-11T10:32:37.626225,2,5.23,dataset_a
downtown_1,2026-02-11T10:47:37.626225,1,2.04,dataset_a
downtown_1,2026-02-11T11:02:37.626225,1,2.26,dataset_a
downtown_1,2026-02-11T11:17:37.626225,1,3.26,dataset_a
downtown_1,2026-02-11T11:32:37.626225,1,4.68,dataset_a
downtown_1,2026-02-11T11:47:37.626225,1,2.78,dataset_a
downtown_1,2026-02-11T12:02:37.626225,2,6.28,dataset_a
